instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
astropy__astropy-14995,PASS,15594.508,12732.591,2861.917,2614.006,1582.099,7794.057,10.803,7604.768,3286.189,133.322,672.179,70.248,45.164,16,16,16,0,True
astropy__astropy-7746,PASS,16968.297,13977.692,2990.604,2783.858,1301.005,9195.028,11.009,9008.173,4296.963,127.002,619.875,77.927,48.844,17,17,17,0,True
django__django-12915,PASS,19942.935,16997.669,2945.265,2756.653,1330.0,12085.999,14.476,11840.551,4592.683,168.906,671.255,153.762,62.066,23,23,23,0,True
django__django-13028,PASS,22069.329,18975.817,3093.511,2807.347,1354.993,13772.857,18.503,13232.501,4960.813,271.282,670.58,370.041,250.571,26,26,26,0,True
django__django-13321,PASS,18108.964,14911.425,3197.539,2791.303,1343.733,9962.139,12.506,9676.41,3229.599,217.61,620.182,194.067,55.613,20,20,20,0,True
django__django-14608,PASS,31936.129,28988.193,2947.936,2791.676,1323.578,23272.171,33.64,22792.158,7098.631,337.356,620.505,980.264,109.017,51,51,51,0,True
django__django-14672,PASS,18019.54,15137.128,2882.412,2803.78,1348.2,10235.679,12.649,10046.079,3296.965,110.395,620.033,129.437,66.556,22,22,22,0,True
django__django-14855,PASS,22390.43,19440.864,2949.566,2815.558,1326.07,14252.636,18.892,13609.229,4356.231,526.564,620.741,425.858,97.951,29,29,29,0,True
django__django-16379,PASS,20036.84,17130.627,2906.213,2798.163,1332.327,12245.329,10.215,12008.571,6715.923,167.457,670.008,84.8,59.086,17,17,17,0,True
django__django-16820,PASS,34043.225,31090.275,2952.95,2815.735,1326.824,24528.557,36.565,23835.055,8557.19,493.237,671.165,1747.995,163.7,48,48,48,0,True
