instance_id,status,full_wall_ms,main_total_ms,import_and_outer_ms,environment_start_ms,agent_setup_ms,step_total_ms,action_parse_ms,tool_and_submission_ms,communicate_ms,history_integrate_ms,environment_close_ms,other_main_ms,step_residual_ms,tool_calls,parse_calls,expected_replay_calls,autosubmit_calls,replay_complete
astropy__astropy-14995,PASS,20512.414,13043.344,7469.07,2721.844,1439.682,8184.229,11.121,7969.662,3513.19,153.048,620.531,77.058,50.398,16,16,16,0,True
astropy__astropy-7746,PASS,21999.067,14547.931,7451.136,2461.84,1336.079,10043.548,11.085,9833.518,4669.747,144.821,620.587,85.877,54.124,17,17,17,0,True
django__django-12915,PASS,24782.681,17315.041,7467.64,2609.947,1356.092,12560.228,14.585,12279.418,4869.013,197.315,621.174,167.599,68.91,23,23,23,0,True
django__django-13028,PASS,26862.759,19372.351,7490.408,2621.586,1371.338,14363.279,19.768,13760.898,5268.072,430.049,621.329,394.819,152.564,26,26,26,0,True
django__django-13321,PASS,22458.749,14981.799,7476.951,2616.369,1371.613,10164.118,13.258,9835.26,3358.733,253.55,621.307,208.393,62.05,20,20,20,0,True
django__django-14608,PASS,37074.389,29601.432,7472.957,2637.441,1354.038,23846.875,34.905,23310.287,7284.567,380.682,621.586,1141.492,121.001,51,51,51,0,True
django__django-14672,PASS,22757.621,15305.716,7451.905,2629.038,1380.18,10524.532,12.576,10311.432,3411.528,125.163,621.734,150.232,75.361,22,22,22,0,True
django__django-14855,PASS,27062.642,19592.289,7470.353,2626.066,1354.069,14527.102,19.27,14063.207,4503.89,331.993,621.792,463.26,112.632,29,29,29,0,True
django__django-16379,PASS,24729.898,17272.434,7457.464,2641.588,1357.666,12559.292,10.596,12286.294,6866.102,195.512,621.17,92.717,66.89,17,17,17,0,True
django__django-16820,PASS,38972.67,31459.638,7513.032,2636.9,1350.789,25236.306,37.181,24580.585,8890.735,429.946,621.516,1614.126,188.594,48,48,48,0,True
matplotlib__matplotlib-23314,PASS,26429.941,18958.743,7471.199,2785.574,1332.938,14077.907,14.471,13874.198,7199.637,126.149,620.598,141.727,63.089,23,23,23,0,True
matplotlib__matplotlib-24149,PASS,23878.708,16405.419,7473.29,2796.428,1339.862,11582.36,13.179,11342.63,5827.192,171.394,570.34,116.428,55.157,19,19,19,0,True
matplotlib__matplotlib-26011,PASS,25248.046,17794.92,7453.126,2777.476,1329.161,12842.244,13.171,12642.753,6383.278,129.493,722.271,123.768,56.827,21,21,21,0,True
mwaskom__seaborn-3407,PASS,57290.796,49826.085,7464.71,2343.259,1313.993,45212.448,27.154,44811.889,35972.674,265.295,575.847,380.538,108.11,32,32,32,0,True
pallets__flask-5063,PASS,29197.928,21735.334,7462.595,2334.057,1320.116,17017.019,23.474,16659.098,6373.942,228.637,571.859,492.282,105.81,37,37,37,0,True
pydata__xarray-4493,PASS,41750.648,34279.224,7471.424,2348.409,1440.401,28939.397,43.757,28469.927,15275.877,293.927,521.239,1029.777,131.786,49,49,49,0,True
pylint-dev__pylint-7080,PASS,22606.947,15145.138,7461.809,2401.526,1442.298,10547.715,15.373,10294.161,4065.207,178.439,572.178,181.422,59.742,22,22,22,0,True
pytest-dev__pytest-5221,PASS,31480.192,23970.778,7509.414,2594.006,1303.924,18889.246,28.763,18484.314,7729.472,280.672,571.32,612.282,95.497,40,40,40,0,True
scikit-learn__scikit-learn-14092,PASS,27056.309,19590.248,7466.061,2392.321,1454.259,14742.649,22.631,14232.431,5289.295,336.558,621.219,379.799,151.029,30,30,30,0,True
scikit-learn__scikit-learn-25570,PASS,32308.998,24837.718,7471.28,2401.382,1456.702,19965.15,29.775,19616.405,9504.618,185.407,571.255,443.23,133.563,36,36,36,0,True
scikit-learn__scikit-learn-25638,PASS,34284.308,26784.884,7499.424,2402.996,1323.958,21583.449,31.479,20943.38,9668.157,424.881,671.194,803.287,183.709,39,39,39,0,True
sphinx-doc__sphinx-10451,PASS,40469.598,37107.068,3362.53,2410.85,1559.074,30146.599,49.051,29574.383,11132.455,354.428,673.294,2317.252,168.737,64,64,64,0,True
sphinx-doc__sphinx-8474,PASS,28039.868,24955.918,3083.95,2401.423,1497.112,20056.837,24.788,19638.316,10384.295,290.02,570.917,429.629,103.713,33,33,33,0,True
